book_id,work_id,books_count,isbn13,authors,original_publication_year,title,language_code,average_rating,ratings_count,text_reviews_count,image_url
6421,21862443,61,9780375990690,Lauren Kate,2013,Teardrop,eng,3.65,21248,2318,https://images.gr-assets.com/books/1360596375m/16070143.jpg
3490,40105061,7,9781455521200,David Baldacci,2014,The Escape,eng,4.14,29683,2317,https://images.gr-assets.com/books/1404163742m/20767918.jpg
3912,2076822,33,9780670018860,Jane Green,2008,The Beach House,en-US,3.62,27219,2316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3218,3700340,45,9781416953590,Lisa McMann,2009,Fade,eng,3.95,44487,2316,https://images.gr-assets.com/books/1293805966m/3657138.jpg
3131,1816452,123,9780099470470,John Fowles,1963,The Collector,eng,3.99,37123,2315,https://images.gr-assets.com/books/1394828024m/243705.jpg
693,2651694,122,9780345418980,Michael Crichton,1987,Sphere,eng,3.77,135005,2313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6163,15766774,37,9780399157870,Sue Grafton,2011,V is for Vengeance,en-US,3.93,22215,2310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7564,17893211,14,9781400069350,Anna Quindlen,2012,Lots of Candles - Plenty of Cake,eng,3.71,14121,2309,https://images.gr-assets.com/books/1330649974m/12752313.jpg
6730,39843450,17,9781596436590,Cory Doctorow - Jen Wang,2014,In Real Life,eng,3.80,17101,2309,https://images.gr-assets.com/books/1391127564m/20575446.jpg
7196,47453830,18,,Vi Keeland,2016,The Baller: A Down and Dirty Football Novel,eng,4.13,22369,2309,https://images.gr-assets.com/books/1447850960m/27406436.jpg
1304,227172,40,9780451459880,Jim Butcher,2004,Blood Rites,eng,4.33,86375,2307,https://images.gr-assets.com/books/1345557965m/99383.jpg
3933,2398507,34,9780393329120,Mary Roach,2005,Spook: Science Tackles the Afterlife,en-US,3.57,27737,2306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1063,2992357,84,9780440241900,Sophie Kinsella,2002,Shopaholic Ties the Knot,eng,3.77,93578,2306,https://images.gr-assets.com/books/1371383294m/9419.jpg
2097,5334697,347,9783518367060,Hermann Hesse,1919,Demian: Die Geschichte einer Jugend,ger,4.10,49633,2305,https://images.gr-assets.com/books/1421510580m/24861.jpg
2197,41342119,202,9780486452430,Thomas Hardy,1895,Jude the Obscure,en-US,3.80,50290,2304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5652,13766290,36,9781416971770,Scott Westerfeld - Keith Thompson,2011,Goliath,eng,4.25,25391,2303,https://images.gr-assets.com/books/1299808712m/9918083.jpg
6118,17088822,12,9780425256220,Ilona Andrews,2014,Magic Breaks,eng,4.52,27458,2303,https://images.gr-assets.com/books/1383236969m/12119529.jpg
7002,3039966,67,9780307264240,Toni Morrison,2008,A Mercy,en-US,3.65,16104,2301,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3613,924688,64,9781400031050,Chaim Potok,1972,My Name Is Asher Lev,eng,4.19,30833,2300,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1936,3359767,94,9780345469010,John Irving,1998,A Widow for One Year,,3.74,50081,2298,https://images.gr-assets.com/books/1375776653m/4659.jpg
3665,15467094,33,9781423147950,Ally Carter,2012,Out of Sight - Out of Time,eng,4.35,41849,2296,https://images.gr-assets.com/books/1314135923m/10560331.jpg
915,1590722,125,9788497597720,Stephen King - Bettina Blanch Tyroller,1994,Insomnia,spa,3.79,109444,2296,https://images.gr-assets.com/books/1354355494m/10585.jpg
7259,7026660,47,9780307589680,Nujood Ali - Delphine Minoui - Linda Coverdale,2009,Moi Nojoud - 10 ans - divorc�e,eng,3.79,15351,2294,https://images.gr-assets.com/books/1320467214m/6818019.jpg
670,2745957,145,9780451155760,Stephen King,1979,The Dead Zone,en-US,3.90,139386,2294,https://images.gr-assets.com/books/1283509622m/11573.jpg
2695,816295,36,9780385323280,Caroline B. Cooney,1990,The Face on the Milk Carton,en-US,3.72,45923,2293,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4694,14866301,17,9780399157530,Betty White,2011,If You Ask Me: And of Course You Won't,eng,3.65,23426,2292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3943,531712,24,9780738710180,Simone Elkeles,2007,Leaving Paradise,eng,4.02,38657,2292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9381,39843440,20,9780312643000,Ann M. Martin,2014,Rain Reign,eng,4.21,12627,2290,https://images.gr-assets.com/books/1396393170m/20575434.jpg
9166,7188482,33,9780061735070,Meg Cabot,2010,Insatiable,eng,3.44,20151,2290,https://images.gr-assets.com/books/1479654144m/6953500.jpg
5096,21850431,10,9781301786460,Katie Ashley,2013,Music of the Heart,eng,4.00,33943,2290,https://images.gr-assets.com/books/1458915186m/16062210.jpg
2302,2103634,101,9780446363260,Alexandra Ripley,1991,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,eng,3.44,47722,2290,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8255,43014905,28,9781594206630,Ottessa Moshfegh,2015,Eileen,eng,3.38,13919,2289,https://images.gr-assets.com/books/1479545528m/23453099.jpg
7535,26373227,16,9780062280700,Danielle  Paige,2015,The Wicked Will Rise,eng,3.82,18487,2285,https://images.gr-assets.com/books/1423841142m/18602341.jpg
4106,50717723,691,9780679734530,Fyodor Dostoyevsky - Christian Redl - Philip Dossick - Emanuela Guercetti - Michelle-Irène Brudny - Richard Pevear - Norman Dietz - Donald Fanger - coderati - Boris de Schlœzer - Larissa Volokhonsky,1864,Notes from Underground,eng,4.15,33812,2285,https://images.gr-assets.com/books/1327909683m/49455.jpg
3463,13427398,22,9780441020420,Ilona Andrews,2011,Magic Slays,eng,4.43,48341,2285,https://images.gr-assets.com/books/1288727226m/8559047.jpg
9207,18309264,18,,Robin Benway,2015,Emmy & Oliver,eng,3.91,14587,2284,https://images.gr-assets.com/books/1414589813m/13132816.jpg
6927,3234291,64,9780099465640,Georgette Heyer,1950,The Grand Sophy,eng,4.16,18859,2284,https://images.gr-assets.com/books/1414731822m/261689.jpg
6517,25129883,34,9780385352870,Paolo Bacigalupi,2015,The Water Knife,eng,3.83,14369,2283,https://images.gr-assets.com/books/1411059576m/23209924.jpg
4563,47250967,22,9781594634670,Emma Straub,2016,Modern Lovers,,3.45,24033,2283,https://images.gr-assets.com/books/1458657735m/27209486.jpg
3338,2207382,26,9780316156110,David Foster Wallace,2005,Consider the Lobster,eng,4.25,29562,2283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1105,3634570,140,9780441172700,Frank Herbert,1969,Dune Messiah ,eng,3.86,90432,2283,https://images.gr-assets.com/books/1392528394m/106.jpg
1266,51286,54,9780140501830,Ezra Jack Keats,1962,The Snowy Day,eng,4.13,82700,2282,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6433,15305022,18,9780758272810,Brigid Kemmerer,2012,Storm,en-US,3.96,22950,2281,https://images.gr-assets.com/books/1325995724m/10401084.jpg
5472,7730315,30,9781439187320,Richard Paul Evans,2010,The Walk,en-US,4.12,17509,2280,https://images.gr-assets.com/books/1263465492m/7187395.jpg
6866,13089627,27,9780307595610,Nora Ephron,2010,I remember nothing and other reflections,en-US,3.73,15822,2279,https://images.gr-assets.com/books/1320544923m/8242117.jpg
6813,2096693,29,9780689856400,Cynthia Kadohata,2004,Kira-Kira,eng,3.90,18947,2279,https://images.gr-assets.com/books/1437825008m/89731.jpg
1458,2771048,105,9780679763970,Louis de Bernières,1994,Captain Corelli's Mandolin,eng,3.95,65596,2279,https://images.gr-assets.com/books/1479680795m/3388.jpg
8013,40167157,24,9780803741710,B.J. Novak,2014,The Book with No Pictures,eng,4.34,14548,2277,https://images.gr-assets.com/books/1400873472m/20821299.jpg
8587,24662849,19,,Jennifer A. Nielsen,2014,The Shadow Throne,eng,4.23,16729,2277,https://images.gr-assets.com/books/1395418016m/17667561.jpg
2481,1240262,100,9780805066690,Dee Brown,1970,Bury My Heart at Wounded Knee: An Indian History of the American West,,4.21,43523,2277,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1337,1636617,65,9780060502940,Terry Pratchett,2004,Going Postal,eng,4.36,82064,2276,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5594,6777627,33,9780061852050,Sarah MacLean,2010,Nine Rules to Break When Romancing a Rake,en-US,4.08,29839,2275,https://images.gr-assets.com/books/1286649993m/6584134.jpg
2679,2060095,38,9780385721420,Julia Glass,2002,Three Junes,eng,3.56,37045,2273,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3197,1005422,76,9780349116660,Alexander McCall Smith,2000,Tears of the Giraffe,en-GB,3.95,40316,2273,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3549,21805187,44,9780425267070,Maya Banks,2013,Fever,en-GB,4.01,42617,2273,https://images.gr-assets.com/books/1359944376m/16033906.jpg
8935,13902945,40,9780316094610,Cat Patrick,2011,Forgotten,eng,3.79,16681,2272,https://images.gr-assets.com/books/1327916264m/9415951.jpg
4399,2049624,573,9780395083630,Adolf Hitler,1925,Mein Kampf,en-US,3.13,23637,2272,https://images.gr-assets.com/books/1395618385m/54270.jpg
8379,41246261,52,9780812997540,Jill Alexander Essbaum,2015,Hausfrau,eng,3.24,11842,2270,https://images.gr-assets.com/books/1419180448m/22725443.jpg
4212,24342394,78,9780385351380,Jo Nesbø - Charlotte Barslund,2014,Sønnen,eng,4.07,25476,2270,https://images.gr-assets.com/books/1390177620m/19101283.jpg
5088,195447,548,9780375757910,G.K. Chesterton - Jonathan Lethem,1908,The Man Who Was Thursday - A Nightmare,eng,3.85,23056,2269,https://images.gr-assets.com/books/1403181403m/184419.jpg
4612,1017370,24,9780152057800,Edward Bloor - Danny De Vito,1997,Tangerine,eng,3.61,24062,2269,https://images.gr-assets.com/books/1328875988m/89755.jpg
2228,3333881,7,,Stanisław Lem,1961,Solaris,eng,3.97,49241,2268,https://images.gr-assets.com/books/1498631519m/95558.jpg
3838,2704935,29,9780446401040,Larissa Ione,2008,Pleasure Unbound,eng,4.07,43009,2267,https://images.gr-assets.com/books/1289064020m/2679633.jpg
4644,14936811,51,9780670063120,Alison Goodman,2011,Eona: The Last Dragoneye,eng,4.12,31455,2266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1301,3204998,104,9780385340540,John Grisham,2005,The Broker,eng,3.77,69823,2266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1484,1882596,74,9780553288210,Dan Simmons,1990,The Fall of Hyperion,eng,4.18,68811,2265,https://images.gr-assets.com/books/1429215870m/77565.jpg
1057,2777175,114,9780440234750,John Grisham,1999,The Testament,,3.83,86213,2264,https://images.gr-assets.com/books/1403174228m/5348.jpg
8230,18044854,41,9781451672720,Chris Cleave,2012,Gold,eng,3.68,13423,2262,https://images.gr-assets.com/books/1340468522m/12968662.jpg
4416,1040905,54,9780380782340,Susan Elizabeth Phillips,1996,Kiss an Angel ,eng,4.21,35438,2262,https://images.gr-assets.com/books/1309115033m/73086.jpg
8810,24246340,9,,Sara B. Larson,2014,Defy,eng,3.74,16181,2261,https://images.gr-assets.com/books/1371226819m/17406847.jpg
6451,21409785,26,9781402276640,Susanna Kearsley,2013,The Firebird,eng,4.08,19078,2261,https://images.gr-assets.com/books/1347896972m/15942636.jpg
2954,2321296,38,9780441068810,Robin McKinley,1982,The Blue Sword (Damar - #1),,4.24,46777,2261,https://images.gr-assets.com/books/1286927812m/407813.jpg
511,1045067,129,9780743477150,Patricia Cornwell,1990,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,eng,4.01,173045,2261,https://images.gr-assets.com/books/1341835831m/6534.jpg
3681,1127060,43,9780758213500,Joanne Fluke,2000,Chocolate Chip Cookie Murder,eng,3.72,34234,2260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6774,18670691,21,9781250014470,Darynda Jones,2012,Fourth Grave Beneath My Feet,eng,4.40,26990,2259,https://images.gr-assets.com/books/1338721218m/13538992.jpg
1978,1269768,34,9780143035750,Mary Karr,1995,The Liars' Club: A Memoir,eng,3.92,47561,2259,https://images.gr-assets.com/books/1499665766m/14241.jpg
8271,18330291,41,9780802120200,G. Willow Wilson,2012,Alif the Unseen,en-US,3.84,12831,2258,https://images.gr-assets.com/books/1325543155m/13239822.jpg
5535,18463625,25,9780385737430,Rebecca Stead,2012,Liar & Spy,eng,3.81,20582,2256,https://images.gr-assets.com/books/1336000458m/13262061.jpg
1247,883024,146,9780451194010,Ira Levin,1967,Rosemary's Baby,eng,3.96,84575,2256,https://images.gr-assets.com/books/1327878603m/228296.jpg
4817,14789350,21,9781937053160,Jennifer L. Armentrout,2013,Apollyon,eng,4.40,34041,2255,https://images.gr-assets.com/books/1350101819m/9897164.jpg
1534,2571396,90,9780446615620,David Baldacci,2005,The Camel Club,eng,4.02,63140,2255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7093,2299471,32,9780307356370,Tom Perrotta,2007,The Abstinence Teacher,,3.24,14980,2254,https://images.gr-assets.com/books/1320459201m/347143.jpg
6288,953300,43,9781400066340,Kaui Hart Hemmings,2007,The Descendants,,3.82,17650,2254,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2124,2234336,51,9781400033840,Jane Smiley,1991,A Thousand Acres,eng,3.79,49509,2253,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2748,21970115,8,,R.K. Lilley,2013,Grounded (Up In The Air #3),en-GB,4.29,53385,2252,https://images.gr-assets.com/books/1358701028m/16139641.jpg
4587,13451137,27,9780061985870,Kiersten White,2011,Supernaturally,en-US,3.92,33985,2251,https://images.gr-assets.com/books/1371926956m/8581936.jpg
2430,2027280,42,9780425212900,Charlaine Harris,2005,Grave Sight (Harper Connelly - #1),eng,3.85,55171,2250,https://images.gr-assets.com/books/1328694483m/58077.jpg
5221,240752,19,9781582349020,Shannon Hale,2006,River Secrets,,4.03,28983,2249,https://images.gr-assets.com/books/1362875702m/248470.jpg
3505,814207,60,9780141186350,James     Baldwin,1956,Giovanni's Room,eng,4.21,29377,2249,https://images.gr-assets.com/books/1501485157m/38462.jpg
9020,15059759,16,9780553593620,Susan Elia MacNeal,2012,Mr. Churchill's Secretary (Maggie Hope Mystery - #1),eng,3.66,14502,2248,https://images.gr-assets.com/books/1333578794m/10161216.jpg
4704,16327957,47,9780307401240,Jeanette Winterson,2011,Why Be Happy When You Could Be Normal?,,3.94,22096,2247,https://images.gr-assets.com/books/1320512373m/11395597.jpg
1350,2067752,69,9780060590160,Garth Nix,2001,Lirael,en-US,4.29,86941,2247,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6012,7410973,34,9780241141820,Paul Murray,2010,Skippy Dies,eng,3.72,17350,2246,https://images.gr-assets.com/books/1301970939m/7146335.jpg
5459,49018983,32,9780525955110,Harlan Coben,2016,Home ,eng,4.20,22704,2246,https://images.gr-assets.com/books/1458586751m/29430007.jpg
2428,7185126,41,9781423128200,Ally Carter,2010,Only the Good Spy Young,en-US,4.29,54139,2246,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3691,27416593,17,,Catherine Ryan Hyde,2014,Take Me with You,en-US,4.12,25162,2245,https://images.gr-assets.com/books/1403110128m/20620995.jpg
2721,14482685,29,9780345522500,Kevin Hearne,2011,Hexed (Iron Druid Chronicles - #2),eng,4.22,44505,2245,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6964,15493868,31,,Amanda Hocking,2012,Wake (Watersong #1),en-US,3.70,19962,2243,https://images.gr-assets.com/books/1344231690m/10586539.jpg
5686,13567100,15,9780312621680,Paula Brackston,1991,The Book of Shadows,en-US,3.54,21436,2243,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7532,26680333,19,9781476766670,Alice Clayton,2014,Rusty Nailed (Cocktail - #2),eng,3.97,25456,2243,https://images.gr-assets.com/books/1470670923m/18775203.jpg
3815,16440712,51,9781609611540,William  Davis,2011,Wheat Belly: Lose the Wheat - Lose the Weight - and Find Your Path Back to Health ,eng,3.71,24684,2242,https://images.gr-assets.com/books/1317793840m/11505008.jpg
5108,1429851,29,9780440228650,Adeline Yen Mah,1999,Chinese Cinderella: The True Story of an Unwanted Daughter,en-US,4.04,24097,2241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3394,14592071,96,9780525950610,Harlan Coben,2008,Hold Tight,en-US,3.94,33433,2241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5638,18682640,17,,Kristen Ashley,2012,Law Man,en-US,4.33,35855,2241,https://images.gr-assets.com/books/1327911077m/13412515.jpg
6041,15210065,71,9780804138820,Herman Koch,2011,Zomerhuis met zwembad,eng,3.39,16728,2240,https://images.gr-assets.com/books/1384734826m/18594633.jpg
7029,16160067,27,9780763655980,Jon Klassen,2011,I Want My Hat Back,eng,4.39,18928,2240,https://images.gr-assets.com/books/1327888784m/11233988.jpg
2298,15653,22,9780684818860,James W. Loewen,1995,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,eng,3.96,41542,2240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4928,15590102,32,9780312655460,Louise Penny,2011,A Trick of the Light,eng,4.29,24518,2239,https://images.gr-assets.com/books/1327900478m/10680329.jpg
4401,4043423,49,9780312377020,Louise Penny,2008,A Rule Against Murder (Armand Gamache - #4),en-US,4.21,27667,2239,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3604,239601,31,9780688177770,Edith Hahn Beer - Susan Dworkin - Susan Sarandon - Julia Ormond - Rory Kennedy,1999,The Nazi Officer's Wife: How One Jewish Woman Survived The Holocaust,eng,4.14,29275,2239,https://images.gr-assets.com/books/1177117840m/682761.jpg
4946,15702803,31,9781439136830,Kresley Cole,2012,Lothaire,eng,4.43,33113,2239,https://images.gr-assets.com/books/1366322959m/10790516.jpg
5710,18301054,23,9780062076110,Jeaniene Frost,2013,Twice Tempted ,en-GB,4.30,29741,2238,https://images.gr-assets.com/books/1352947741m/13125234.jpg
1103,3164888,60,9780446613350,James Patterson,2001,Sam's Letters To Jennifer,,4.15,79471,2238,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2408,816372,114,9780380017610,Erich Segal,1970,Love Story,,3.60,44679,2237,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2776,19040270,23,,Abbi Glines,2012,While It Lasts,eng,4.24,51999,2236,https://images.gr-assets.com/books/1332261619m/13496738.jpg
4899,4240781,71,9780141020520,Marina Lewycka,2005,A Short History of Tractors in Ukrainian,en-US,3.37,21286,2235,https://images.gr-assets.com/books/1327935785m/828387.jpg
4488,18978261,24,9781596064850,Brandon Sanderson,2012,Legion,eng,4.13,24459,2235,https://images.gr-assets.com/books/1338512017m/13452375.jpg
6596,24495476,21,,Anne Bishop,2014,Murder of Crows,eng,4.31,24694,2235,https://images.gr-assets.com/books/1371752568m/17563080.jpg
4146,2897082,50,9780307381460,Michelle Moran,2007,Nefertiti,en-US,4.07,27885,2234,https://images.gr-assets.com/books/1320449831m/481446.jpg
4839,14640621,18,9780312642690,Mary Kay Andrews,2011,Summer Rental,en-US,3.78,23166,2233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4623,21990424,24,,Rysa Walker,2012,Time's Twisted Arrow ,eng,3.87,22691,2232,https://images.gr-assets.com/books/1371864811m/18108877.jpg
3585,467254,388,9780679743620,Willa Cather,1913,O Pioneers!,eng,3.84,35489,2232,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5723,1212277,27,9780747538360,Gavin de Becker,1997,The Gift of Fear: and Other Survival Signals That Protect Us from Violence,,4.19,18708,2231,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8392,43145292,16,,Claire Contreras,2015, Kaleidoscope Hearts,eng,4.06,19275,2231,https://images.gr-assets.com/books/1421251011m/23545800.jpg
4631,21956558,33,9780316099780,Elin Hilderbrand,2013,Beautiful Day,en-US,3.75,22173,2230,https://images.gr-assets.com/books/1352225899m/16131025.jpg
4408,10965443,31,9780062012010,Josephine Angelini,2012,Dreamless,eng,4.20,33819,2230,https://images.gr-assets.com/books/1320248839m/12995284.jpg
7520,1214929,28,9780385340110,Michelle Richmond,2006,The Year of Fog,,3.46,13257,2229,https://images.gr-assets.com/books/1320513174m/332348.jpg
8909,15260779,16,9780062076110,Jeaniene Frost,2014,Up From the Grave ,eng,4.28,22035,2229,https://images.gr-assets.com/books/1367085937m/10357792.jpg
4615,42819811,58,9780399170870,Nora Roberts,2014,The Liar,eng,3.95,24608,2229,https://images.gr-assets.com/books/1415980586m/23281906.jpg
2690,45640572,15,,Matthew FitzSimmons,2015,The Short Drop (Gibson Vaughn - #1),eng,4.15,33222,2229,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8839,43082571,24,,Caroline Kepnes,2016,Hidden Bodies,eng,3.87,13166,2226,https://images.gr-assets.com/books/1437414470m/23492288.jpg
8442,21987208,8,,Aleatha Romig,2013,Convicted (Consequences - #3),eng,4.38,18224,2226,https://images.gr-assets.com/books/1378036825m/16150996.jpg
4691,192528,54,9780865471180,Beryl Markham,1942,West with the Night,en-US,4.18,21928,2226,https://images.gr-assets.com/books/1368204688m/1624.jpg
3204,10492902,39,9780316043880,Elin Hilderbrand,2010,The Island,,3.88,31977,2225,https://images.gr-assets.com/books/1344264696m/7726892.jpg
3496,7087993,24,9780061783180,Jeaniene Frost,2011,This Side of the Grave (Night Huntress - #5),eng,4.28,49424,2225,https://images.gr-assets.com/books/1282659107m/6871617.jpg
1181,1874115,54,9780330371230,Janet Evanovich,1999,High Five,eng,4.17,101162,2225,https://images.gr-assets.com/books/1270849101m/6423.jpg
7808,3222080,104,9780684803870,Josephine Tey,1951,The Daughter of Time,en-US,3.95,17898,2224,https://images.gr-assets.com/books/1394326949m/77661.jpg
6010,2907344,31,9780786854450,Ridley Pearson - David Frankland,2004,The Kingdom Keepers,,3.91,20906,2224,https://images.gr-assets.com/books/1275199267m/953260.jpg
6933,21451913,41,9780399161480,Robert Crais,2013,Suspect,eng,4.14,16993,2222,https://images.gr-assets.com/books/1345131356m/15755201.jpg
2034,1799438,30,9780060735420,Christopher Moore,1995,Bloodsucking Fiends,eng,3.93,52540,2221,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7486,11176006,50,9780393079980,Nicole Krauss,2010,Great House,eng,3.45,14979,2220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1635,434352,39,9780689832130,Doreen Cronin - Betsy Lewin,1999,Click - Clack - Moo: Cows That Type,eng,4.23,67998,2220,https://images.gr-assets.com/books/1423222939m/766955.jpg
8409,26127435,17,9780802122510,Roxane Gay,2014,An Untamed State,eng,4.05,12037,2219,https://images.gr-assets.com/books/1395145925m/18467818.jpg
4189,2194204,82,9780967673740,Jean Sasson,1992,Princess: A True Story of Life Behind the Veil in Saudi Arabia ,en-US,4.00,24097,2219,https://images.gr-assets.com/books/1377538002m/613283.jpg
3451,1208289,220,9780486422460,Rainer Maria Rilke - Reginald Snell - Franz Xaver Kappus,1929,Briefe an einen jungen Dichter,en-US,4.34,32449,2219,https://images.gr-assets.com/books/1321994947m/46199.jpg
1741,3038762,61,9780553119220,Agatha Christie,1937,Death on the Nile,eng,4.06,73537,2219,https://images.gr-assets.com/books/1486837149m/131359.jpg
9836,45363962,9,,T.M. Frazier,2015,Tyrant (King - #2),eng,4.39,18767,2218,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6504,40713679,38,9780307962520,Anne Rice,2014,Prince Lestat,eng,3.76,15899,2217,https://images.gr-assets.com/books/1394635385m/21412673.jpg
8569,21473047,17,9781250029880,Sherrilyn Kenyon,2013,Styxx,eng,4.58,16857,2217,https://images.gr-assets.com/books/1359269406m/15767586.jpg
5106,12469574,46,9781409521970,L.A. Weatherly,2010,Angel ,eng,3.89,29204,2217,https://images.gr-assets.com/books/1326626626m/7991200.jpg
8960,17997709,36,9780385535780,Mark Haddon,2012,The Red House,eng,2.93,12543,2215,https://images.gr-assets.com/books/1333578268m/12878667.jpg
1457,8140,141,9780140298480,Helen Fielding,1999,Bridget Jones: The Edge of Reason,eng,3.53,81599,2215,https://images.gr-assets.com/books/1395233618m/363752.jpg
1694,1943980,43,9780312349490,Janet Evanovich,2007,Lean Mean Thirteen,en-US,4.08,77820,2214,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
661,1086647,47,9780689711730,Judith Viorst - Ray Cruz,1972,Alexander and the Terrible - Horrible - No Good - Very Bad Day,en-CA,4.22,147047,2213,https://images.gr-assets.com/books/1405259744m/46677.jpg
2156,40712,55,9780553560730,Kim Stanley Robinson,1993,Red Mars,en-US,3.84,49784,2212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7634,26489935,16,9780385534830,Chris Bohjalian,2014,Close Your Eyes - Hold Hands,eng,3.59,13725,2210,https://images.gr-assets.com/books/1392355248m/18666006.jpg
6287,13433150,30,9780061930060,Conor Grennan,2010,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,en-US,4.25,15834,2210,https://images.gr-assets.com/books/1279553857m/8564644.jpg
5388,506063,39,9780345482400,Orson Scott Card,1999,Enchantment,,3.89,23158,2210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3097,7330987,62,9780399156570,Nora Roberts,2010,The Search,eng,4.11,38603,2210,https://images.gr-assets.com/books/1302725483m/7076706.jpg
1693,2558293,67,9780345468640,David Eddings,1982,Pawn of Prophecy,eng,4.16,74133,2210,https://images.gr-assets.com/books/1391346857m/44659.jpg
9752,40167214,27,9780525423060,Meg Wolitzer,2014,Belzhar,,3.46,11634,2208,https://images.gr-assets.com/books/1395326170m/20821376.jpg
8679,42009412,29,9780385342940,Annie Barrows,2015,The Truth According to Us,eng,3.75,11961,2208,https://images.gr-assets.com/books/1465284604m/22551743.jpg
9594,14468425,10,9780061689380,Jennifer McMahon,2011,Don't Breathe a Word,en-US,3.58,12664,2208,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5857,12926604,34,9780399256130,Andrea Cremer,2012,Bloodrose,eng,4.06,24920,2208,https://images.gr-assets.com/books/1351196369m/8130839.jpg
